blinded_case_id,assertion_id,domain,gene,variant_identifier,sample_bucket,CAB_regime,CAB_routing_action,reason_code,followup_condition_label,condition_label_drift,cross_environment_drift,semantic_drift_without_reclassification,conservative_composite_non_portability,identity_vs_meaning_discordance,expected_expert_decision_category,endpoint_status_hidden_shown_flag,key_scope
CABCASE_3EA909156D,ARR_1748411,inherited_arrhythmia,KCNH2,ARR_1748411,high-risk future-drift predicted,nonspecific_underresolved,direct_use,source identity accepted but phenotype label is broad/unknown/underresolved,,False,False,False,True,True,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1870238705,CM_1754576,cardiomyopathy,DSP,CM_1754576,high-risk future-drift predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C7BFDFC332,CANCER_89486,hereditary_cancer,MSH6,CANCER_89486,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_368A9E43DD,CM_228254,cardiomyopathy,DSP,CM_228254,high-risk future-drift predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BDC3B4DB46,CANCER_485232,hereditary_cancer,ATM,CANCER_485232,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6D579F7923,CANCER_993111,hereditary_cancer,MLH1,CANCER_993111,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4E929A82F3,CM_1736024,cardiomyopathy,FLNC,CM_1736024,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C1755A2B81,CANCER_419300,hereditary_cancer,ATM,CANCER_419300,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3D17C2F2E5,CANCER_1066565,hereditary_cancer,PTEN,CANCER_1066565,high-risk future-drift predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2DD5FB2DB8,CM_1475555,cardiomyopathy,FLNC,CM_1475555,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_97A5F7F181,CANCER_141416,hereditary_cancer,ATM,CANCER_141416,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4F1127B3D5,CANCER_142640,hereditary_cancer,PTEN,CANCER_142640,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_105886A496,CANCER_141734,hereditary_cancer,ATM,CANCER_141734,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9CF402AD92,CANCER_410419,hereditary_cancer,MSH6,CANCER_410419,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9FE47CD788,CANCER_91096,hereditary_cancer,MSH2,CANCER_91096,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1652C1391C,CANCER_90643,hereditary_cancer,MSH2,CANCER_90643,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_03B40EEFA5,CM_1429310,cardiomyopathy,FLNC,CM_1429310,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_956491DA95,CANCER_89178,hereditary_cancer,MSH6,CANCER_89178,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3BAA7C58A0,CM_1345536,cardiomyopathy,FLNC,CM_1345536,high-risk future-drift predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6EB37C4984,ARR_374859,inherited_arrhythmia,HCN4,ARR_374859,false-positive predicted,nonspecific_underresolved,contextual_repair,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4DCB43B091,CM_372958,cardiomyopathy,DSP,CM_372958,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_081519E03E,CANCER_619862,hereditary_cancer,MLH1,CANCER_619862,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1AFB35D43D,CM_1324419,cardiomyopathy,FLNC,CM_1324419,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FD1E3C9B2E,CANCER_89930,hereditary_cancer,MLH1,CANCER_89930,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_F1EF642A86,CANCER_628266,hereditary_cancer,MLH1,CANCER_628266,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_502F0E63DB,CANCER_1049506,hereditary_cancer,MSH2,CANCER_1049506,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D04A4A661F,CANCER_428299,hereditary_cancer,MSH6,CANCER_428299,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_ACD5BF328C,ARR_1708485,inherited_arrhythmia,TRDN,ARR_1708485,false-positive predicted,trigger_dependent_latent,contextual_repair,arrhythmia latent-risk gene requiring trigger/phenotype context,,False,False,False,False,False,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_810807FC0D,CM_817780,cardiomyopathy,DSP,CM_817780,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9A8A8F6E0A,CANCER_126696,hereditary_cancer,PALB2,CANCER_126696,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DD88698D36,CANCER_801203,hereditary_cancer,MLH1,CANCER_801203,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C30C303D52,CANCER_90510,hereditary_cancer,MSH2,CANCER_90510,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AD06CA63F2,CM_1216348,cardiomyopathy,DSP,CM_1216348,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FAC5CF24CD,CM_620319,cardiomyopathy,DSP,CM_620319,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_47CE5FD590,CANCER_422373,hereditary_cancer,ATM,CANCER_422373,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_34BACEE180,CANCER_90615,hereditary_cancer,MSH2,CANCER_90615,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_07825A7FCC,CANCER_1760,hereditary_cancer,MSH2,CANCER_1760,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_33441BB40E,CANCER_218036,hereditary_cancer,MSH2,CANCER_218036,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9BC2CF6D7B,CANCER_642531,hereditary_cancer,CDH1,CANCER_642531,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2AB58A0CA1,CANCER_410166,hereditary_cancer,PALB2,CANCER_410166,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B1CD4352BE,CANCER_418675,hereditary_cancer,ATM,CANCER_418675,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_FF41C06F60,CANCER_17106,hereditary_cancer,MLH1,CANCER_17106,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B30DEFFF80,CANCER_90547,hereditary_cancer,MSH2,CANCER_90547,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_EB65937E06,CANCER_91060,hereditary_cancer,MSH2,CANCER_91060,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E8B6474BCC,CANCER_487449,hereditary_cancer,ATM,CANCER_487449,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_2EDBD856AE,CANCER_422036,hereditary_cancer,MLH1,CANCER_422036,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_1ABD60A719,CANCER_1323474,hereditary_cancer,PMS2,CANCER_1323474,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_CD49ADAD21,CANCER_90008,hereditary_cancer,MLH1,CANCER_90008,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_A8C161D077,CANCER_379550,hereditary_cancer,ATM,CANCER_379550,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4371BA1C42,ARR_632866,inherited_arrhythmia,KCNH2,ARR_632866,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4346E31771,CANCER_994786,hereditary_cancer,ATM,CANCER_994786,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_645C824AB3,CANCER_379791,hereditary_cancer,MSH2,CANCER_379791,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_52478D076D,ARR_1197726,inherited_arrhythmia,KCNH2,ARR_1197726,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BFB2B33646,CANCER_422884,hereditary_cancer,PTEN,CANCER_422884,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_909F485B7A,CANCER_135778,hereditary_cancer,ATM,CANCER_135778,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BE903AB717,CANCER_420010,hereditary_cancer,ATM,CANCER_420010,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AC5CDA38C1,CANCER_90133,hereditary_cancer,MLH1,CANCER_90133,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D5C0AB0A13,CANCER_90827,hereditary_cancer,MSH2,CANCER_90827,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_593DF10989,CANCER_90291,hereditary_cancer,MLH1,CANCER_90291,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_79A7A9A8B8,CANCER_127437,hereditary_cancer,ATM,CANCER_127437,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_19926FA274,CM_163276,cardiomyopathy,DSP,CM_163276,false-positive predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_67C79BB38C,CM_199919,cardiomyopathy,DSP,CM_199919,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_3F179B6A9E,CANCER_126746,hereditary_cancer,PALB2,CANCER_126746,false-positive predicted,nonspecific_underresolved,population_penetrance_review,broad or unknown phenotype/environment label,,False,False,False,False,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_394840A93C,CANCER_919128,hereditary_cancer,MSH6,CANCER_919128,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_D36BA298A1,CANCER_134994,hereditary_cancer,PALB2,CANCER_134994,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4A245000FE,CANCER_265546,hereditary_cancer,PALB2,CANCER_265546,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_8E732393DD,CANCER_545850,hereditary_cancer,MSH2,CANCER_545850,false-positive predicted,nonspecific_underresolved,direct_use,broad or unknown phenotype/environment label,,False,False,False,False,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_36AAE77F78,CANCER_233164,hereditary_cancer,ATM,CANCER_233164,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_24173AA858,CANCER_90548,hereditary_cancer,MSH2,CANCER_90548,false-positive predicted,nonspecific_underresolved,disease_specific_review,broad or unknown phenotype/environment label,,False,False,False,False,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_B11BC9A506,CANCER_266899,hereditary_cancer,BRCA2,CANCER_266899,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_DFAB006447,CANCER_1759474,hereditary_cancer,APC,CANCER_1759474,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_4E75D2B3C8,CANCER_1779474,hereditary_cancer,PMS2,CANCER_1779474,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9CF06B1B7A,CANCER_479524,hereditary_cancer,CDH1,CANCER_479524,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_EA02EA4B88,CANCER_1454260,hereditary_cancer,ATM,CANCER_1454260,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C99CCA0E19,CANCER_934379,hereditary_cancer,MSH2,CANCER_934379,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_84DC887E80,CANCER_1407237,hereditary_cancer,ATM,CANCER_1407237,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_C7A7037E04,CANCER_141653,hereditary_cancer,ATM,CANCER_141653,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_9545E57FEF,CANCER_1452690,hereditary_cancer,ATM,CANCER_1452690,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_657688B00F,CANCER_406615,hereditary_cancer,CDH1,CANCER_406615,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_AEE985300E,CANCER_528243,hereditary_cancer,TP53,CANCER_528243,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_EF515EFF29,CANCER_1209849,hereditary_cancer,ATM,CANCER_1209849,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_642392990A,CANCER_266176,hereditary_cancer,BRCA1,CANCER_266176,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_7E1873A056,CM_1465094,cardiomyopathy,TTN,CM_1465094,false-negative predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_662FE70C35,CANCER_187146,hereditary_cancer,ATM,CANCER_187146,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_097F79F19E,CANCER_90206,hereditary_cancer,MLH1,CANCER_90206,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6D848DCE02,CM_1678654,cardiomyopathy,TTN,CM_1678654,false-negative predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_E83E34949D,CANCER_370193,hereditary_cancer,ATM,CANCER_370193,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_25133BDF06,CANCER_1330188,hereditary_cancer,MSH6,CANCER_1330188,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_75D0D5F2B9,CANCER_231731,hereditary_cancer,PALB2,CANCER_231731,false-negative predicted,modifier_penetrance_boundary,population_penetrance_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,conditional_liability_or_PRF_needed,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_921D6CF8D4,CANCER_156172,hereditary_cancer,BRCA2,CANCER_156172,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_580558F34B,CANCER_982701,hereditary_cancer,MSH6,CANCER_982701,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_6534CB186A,CANCER_90836,hereditary_cancer,MSH2,CANCER_90836,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_30BE8F57E2,CANCER_370971,hereditary_cancer,ATM,CANCER_370971,false-negative predicted,modifier_penetrance_boundary,direct_use,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,portable_direct_use_if_expert_confirms_same_disease_model,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_04308B4FE1,CANCER_864043,hereditary_cancer,MSH6,CANCER_864043,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_BA723FD90D,CANCER_90150,hereditary_cancer,MLH1,CANCER_90150,false-negative predicted,modifier_penetrance_boundary,disease_specific_review,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_394B2D681A,CM_47237,cardiomyopathy,TTN,CM_47237,false-negative predicted,structural_functional_overlap,disease_specific_review,cardiac structural-functional overlap gene/domain, / follow-up semantic drift,True,False,True,True,False,requires_disease_specific_expert_review,shown_answer_key,analyst_only_not_for_reviewers
CABCASE_52B31E85DD,CANCER_1769939,hereditary_cancer,MUTYH,CANCER_1769939,false-negative predicted,modifier_penetrance_boundary,contextual_repair,risk/penetrance-oriented domain or label, / follow-up semantic drift,True,True,True,True,False,requires_contextual_repair_before_reuse,shown_answer_key,analyst_only_not_for_reviewers
