assertion_id,variation_id,gene,condition_label_followup,followup_environment_v2,classification_change,condition_label_change,cross_environment_drift,within_environment_label_drift,self_loop_stable,review_status_change,submitter_count_change,any_meaning_drift,semantic_drift_without_reclassification
CM_547898,547898,MYH7,Dilated cardiomyopathy 1S,DCM,False,False,False,False,True,False,False,False,False
CM_548445,548445,DES,Desmin-related myofibrillar myopathy,other/unknown,False,True,False,True,True,False,True,True,True
CM_549664,549664,FLNC,Restrictive cardiomyopathy,RCM,False,False,False,False,True,False,False,False,False
CM_559576,559576,LMNA,Dilated cardiomyopathy 1A;Charcot-Marie-Tooth disease type 2,DCM,False,False,False,False,True,False,False,False,False
CM_560379,560379,DSP,Primary dilated cardiomyopathy;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;not provided;Cardiovascular phenotype;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_560609,560609,BAG3,Primary dilated cardiomyopathy;Cardiovascular phenotype;Myofibrillar myopathy 6;Dilated cardiomyopathy 1HH,DCM,False,True,False,True,True,True,True,True,True
CM_560716,560716,MYH7,Hypertrophic cardiomyopathy 1,HCM,False,False,False,False,True,False,False,False,False
CM_562179,562179,MYH7,MYH7-related skeletal myopathy;Congenital myopathy with fiber type disproportion,other/unknown,False,False,False,False,True,False,False,False,False
CM_562477,562477,TNNT2,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_565543,565543,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_565816,565816,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_566318,566318,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,False,False,False,True,False,False,False,False
CM_566338,566338,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,False,False,False,True,False,False,False,False
CM_566574,566574,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_566602,566602,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_566894,566894,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_566989,566989,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_567017,567017,FLNC,Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;not provided,HCM,False,True,False,True,True,False,True,True,True
CM_567163,567163,FLNC,Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_567251,567251,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_567368,567368,FLNC,Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_567472,567472,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_567717,567717,FLNC,"Myofibrillar myopathy 5;Dilated Cardiomyopathy, Dominant;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26",HCM,False,False,False,False,True,False,False,False,False
CM_567729,567729,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_567779,567779,MYBPC3,Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_567881,567881,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_567968,567968,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_568051,568051,LMNA,Charcot-Marie-Tooth disease type 2;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_568091,568091,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Primary dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_568186,568186,DSC2,Arrhythmogenic right ventricular dysplasia 11,other/unknown,False,False,False,False,True,False,False,False,False
CM_56823,56823,DES,not provided;Abnormality of the musculature;Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,False,True,False,False
CM_568301,568301,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,True,True,True,False
CM_568621,568621,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,False,False,False,True,False,False,False,False
CM_568945,568945,MYBPC3,Hypertrophic cardiomyopathy;not provided,HCM,False,True,False,True,True,True,True,True,True
CM_569187,569187,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_569372,569372,FLNC,Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_569376,569376,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_569800,569800,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_570065,570065,FLNC,Cardiovascular phenotype;not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26,HCM,False,True,False,True,True,False,True,True,True
CM_570272,570272,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_570298,570298,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiomyopathy;6 conditions;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_570433,570433,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,True,True,True,False
CM_570461,570461,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiovascular phenotype;TTN-related disorder,DCM,False,True,False,True,True,False,True,True,True
CM_570474,570474,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_570493,570493,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_570592,570592,LMNA,Charcot-Marie-Tooth disease type 2;Dilated cardiomyopathy 1A,DCM,False,True,True,False,False,True,True,True,True
CM_570844,570844,BAG3,Dilated cardiomyopathy 1HH;Myofibrillar myopathy 6,DCM,False,False,False,False,True,False,False,False,False
CM_571159,571159,MYH7,Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,False,False,False,True,False,False,False,False
CM_571455,571455,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;not provided,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_571510,571510,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_571618,571618,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_571885,571885,FLNC,Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_572141,572141,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_572149,572149,MYBPC3,Hypertrophic cardiomyopathy;Hypertrophic cardiomyopathy 4,HCM,False,True,False,True,True,False,True,True,True
CM_572718,572718,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_572780,572780,DSP,Cardiovascular phenotype;Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_572940,572940,PKP2,Arrhythmogenic right ventricular dysplasia 9;Cardiovascular phenotype,other/unknown,False,False,False,False,True,False,False,False,False
CM_573050,573050,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_573073,573073,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_573091,573091,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_573125,573125,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;6 conditions,DCM,False,False,False,False,True,False,False,False,False
CM_573156,573156,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_573778,573778,LMNA,Charcot-Marie-Tooth disease type 2;not provided,other/unknown,False,True,False,True,True,True,True,True,True
CM_573857,573857,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;6 conditions,DCM,False,False,False,False,True,False,True,False,False
CM_573981,573981,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_574095,574095,FLNC,Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_574161,574161,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_574210,574210,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiomyopathy;TTN-related disorder;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_574861,574861,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_574934,574934,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_575355,575355,DES,Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,False,True,False,False
CM_575441,575441,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Left ventricular noncompaction cardiomyopathy;Cardiovascular phenotype;not provided;6 conditions,LVNC,False,True,False,True,True,False,True,True,True
CM_575491,575491,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,False,False,False,True,False,False,False,False
CM_576041,576041,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_576091,576091,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_576555,576555,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_576559,576559,TTN,"Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Primary dilated cardiomyopathy;Tibial muscular dystrophy;Myopathy, myofibrillar, 9, with early respiratory failure;not provided",DCM,False,True,False,True,True,True,True,True,True
CM_577028,577028,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_577307,577307,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_577369,577369,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiovascular phenotype;6 conditions;Hypertrophic cardiomyopathy 9,HCM,False,True,True,False,False,False,True,True,True
CM_577377,577377,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_577561,577561,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiomyopathy,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_577790,577790,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;TTN-related myopathy;Cardiovascular phenotype,DCM,False,True,False,True,True,True,True,True,True
CM_577928,577928,FLNC,Cardiovascular phenotype;not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26,HCM,False,True,False,True,True,False,True,True,True
CM_578016,578016,DES,Desmin-related myofibrillar myopathy,other/unknown,False,True,False,True,True,False,True,True,True
CM_578128,578128,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_578291,578291,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;6 conditions;Cardiovascular phenotype;Cardiomyopathy;not provided,ARVC/ACM,False,True,False,True,True,False,True,True,True
CM_578588,578588,TNNI3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_578612,578612,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_579037,579037,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_579058,579058,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_579276,579276,MYBPC3,Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,True,False,True,True,True,True,True,True
CM_579308,579308,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_579589,579589,FLNC,not provided;Cardiovascular phenotype;Primary dilated cardiomyopathy;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26,HCM,False,True,False,True,True,False,True,True,True
CM_579797,579797,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;Cardiovascular phenotype;Hypertrophic cardiomyopathy 9,HCM,False,True,True,False,False,False,True,True,True
CM_579945,579945,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_579962,579962,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_580038,580038,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided,DCM,False,True,False,True,True,True,True,True,True
CM_580120,580120,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_580149,580149,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_580335,580335,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,False,False,False,True,False,False,False,False
CM_580434,580434,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_580670,580670,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_580783,580783,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_581651,581651,DSP,Arrhythmogenic right ventricular dysplasia 8;Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Cardiovascular phenotype;Arrhythmogenic right ventricular cardiomyopathy,ARVC/ACM,False,True,False,True,True,True,True,True,True
CM_581746,581746,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_581796,581796,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_581813,581813,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_581833,581833,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_581908,581908,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_582082,582082,MYBPC3,Hypertrophic cardiomyopathy;Cardiovascular phenotype;not provided,HCM,False,True,False,True,True,False,True,True,True
CM_582185,582185,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_582238,582238,LMNA,Charcot-Marie-Tooth disease type 2;Cardiovascular phenotype,other/unknown,False,True,False,True,True,True,True,True,True
CM_582258,582258,FLNC,Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26;not provided,HCM,False,True,False,True,True,False,False,True,True
CM_582266,582266,MYBPC3,Hypertrophic cardiomyopathy;Cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_582466,582466,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype;not provided,DCM,False,True,False,True,True,False,True,True,True
CM_582494,582494,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Primary familial dilated cardiomyopathy,DCM,False,False,False,False,True,False,False,False,False
CM_582707,582707,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_582867,582867,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,False,False,False,True,False,False,False,False
CM_583449,583449,DES,Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,False,False,False,False
CM_583738,583738,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma;Arrhythmogenic right ventricular dysplasia 8,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_583904,583904,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_584074,584074,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_584142,584142,LMNA,Charcot-Marie-Tooth disease type 2,other/unknown,False,False,False,False,True,False,False,False,False
CM_584148,584148,PKP2,Arrhythmogenic right ventricular dysplasia 9,other/unknown,False,False,False,False,True,False,False,False,False
CM_584412,584412,FLNC,"Myofibrillar myopathy 5;Dilated Cardiomyopathy, Dominant;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26",HCM,False,False,False,False,True,False,False,False,False
CM_585217,585217,DSG2,Arrhythmogenic right ventricular dysplasia 10;not provided;Cardiovascular phenotype;Dilated cardiomyopathy 1BB,DCM,False,False,False,False,True,False,False,False,False
CM_585218,585218,DSG2,Arrhythmogenic right ventricular dysplasia 10;Dilated cardiomyopathy 1BB,DCM,False,False,False,False,True,False,False,False,False
CM_585876,585876,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26,HCM,False,True,False,True,True,False,False,True,True
CM_587620,587620,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J,other/unknown,False,False,False,False,True,False,False,False,False
CM_592902,592902,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_593024,593024,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;6 conditions;Cardiovascular phenotype;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,False,True,True,True
CM_594080,594080,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_594254,594254,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_594415,594415,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_594656,594656,TTN,not provided,other/unknown,False,False,False,False,True,True,False,True,False
CM_595449,595449,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_596227,596227,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_597637,597637,TTN,not provided;See cases,other/unknown,False,False,False,False,True,False,False,False,False
CM_597673,597673,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;TTN-related disorder,DCM,False,True,False,True,True,False,True,True,True
CM_5981,5981,BAG3,Myofibrillar myopathy 6;not provided;Dilated cardiomyopathy 1HH;Cardiovascular phenotype;Peripheral neuropathy,DCM,False,False,False,False,True,False,True,False,False
CM_598192,598192,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_599235,599235,FLNC,7 conditions,other/unknown,False,False,False,False,True,False,False,False,False
CM_60561,60561,DSP,Arrhythmogenic cardiomyopathy with wooly hair and keratoderma,ARVC/ACM,False,True,False,True,True,False,False,True,True
CM_617573,617573,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G;Tip-toe gait;not provided;Cardiovascular phenotype,DCM,False,True,False,True,True,False,True,True,True
CM_617581,617581,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure",other/unknown,False,False,False,False,True,False,False,False,False
CM_617582,617582,TTN,"Myopathy, myofibrillar, 9, with early respiratory failure",other/unknown,False,False,False,False,True,False,False,False,False
CM_617586,617586,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;not provided;TTN-related disorder;Cardiovascular phenotype,other/unknown,False,True,False,True,True,False,True,True,True
CM_617587,617587,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_617786,617786,DES,Desmin-related myofibrillar myopathy,other/unknown,False,False,False,False,True,True,True,True,False
CM_619011,619011,TTN,Congenital titinopathy;Early-onset myopathy with fatal cardiomyopathy;not provided,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_619177,619177,MYH7,Dilated cardiomyopathy 1S,DCM,False,False,False,False,True,False,False,False,False
CM_619187,619187,TTN,Congenital titinopathy;Early-onset myopathy with fatal cardiomyopathy,nonspecific cardiomyopathy,False,False,False,False,True,False,False,False,False
CM_619248,619248,MYBPC3,Hypertrophic cardiomyopathy;not provided,HCM,False,False,False,False,True,True,True,True,False
CM_619249,619249,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619250,619250,MYBPC3,Hypertrophic cardiomyopathy;Hypertrophic cardiomyopathy 4,HCM,False,False,False,False,True,False,False,False,False
CM_619251,619251,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619252,619252,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619253,619253,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,True,True,True,False
CM_619254,619254,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619255,619255,MYBPC3,Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,True,False,True,True,True,True,True,True
CM_619256,619256,MYBPC3,Hypertrophic cardiomyopathy;not provided;Cardiomyopathy,HCM,False,True,False,True,True,False,True,True,True
CM_619257,619257,MYBPC3,Hypertrophic cardiomyopathy;Cardiovascular phenotype,HCM,False,True,False,True,True,False,True,True,True
CM_619258,619258,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619259,619259,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,True,True,True,False
CM_619260,619260,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619261,619261,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619262,619262,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619263,619263,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619264,619264,MYH7,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_619292,619292,MYBPC3,Hypertrophic cardiomyopathy,HCM,False,False,False,False,True,False,False,False,False
CM_620091,620091,MYBPC3,not provided;Hypertrophic cardiomyopathy;Hypertrophic cardiomyopathy 4;Cardiovascular phenotype,HCM,False,True,False,True,True,False,True,True,True
CM_620095,620095,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype;TTN-related disorder,DCM,False,True,False,True,True,False,True,True,True
CM_620171,620171,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,DCM,False,True,True,False,False,True,True,True,True
CM_620221,620221,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_620236,620236,TTN,not provided;Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J;Cardiovascular phenotype,DCM,False,True,True,False,False,True,True,True,True
CM_620266,620266,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,True,True,False,False,True,True,True,True
CM_620286,620286,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5;Hypertrophic cardiomyopathy 26,HCM,False,True,False,True,True,False,False,True,True
CM_620315,620315,TTN,not provided;Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,DCM,False,False,False,False,True,False,False,False,False
CM_620319,620319,DSP,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_620367,620367,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
CM_620373,620373,FLNC,not provided;Hypertrophic cardiomyopathy 26;Cardiovascular phenotype;Primary familial dilated cardiomyopathy;FLNC-related disorder;Primary dilated cardiomyopathy;Distal myopathy with posterior leg and anterior hand involvement;Myofibrillar myopathy 5,HCM,False,True,False,True,True,False,True,True,True
CM_620415,620415,TTN,not provided,other/unknown,False,False,False,False,True,False,False,False,False
