assertion_id,domain,variation_id,gene,input_condition_label,normalized_condition_label,baseline_environment,classification,review_status,submitter_count,cab_portability_regime,cab_portability_score,cab_mode,direct_deterministic_use_allowed,routing_decision_source,routing_primary_action,routing_secondary_flags,unsupported_reuse_risk,cross_environment_drift_risk,condition_label_drift_risk,warning_codes,explanation_short,evidence_fields_used,limitations
CM_1002513,cardiomyopathy,CM_1002513,TPM1,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523708,cardiomyopathy,CM_523708,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523710,cardiomyopathy,CM_523710,MYBPC3,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,43.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523714,cardiomyopathy,CM_523714,MYBPC3,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523823,cardiomyopathy,CM_523823,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,85.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523897,cardiomyopathy,CM_523897,TTN,,,HCM,,,0,cardiomyopathy_model_collision_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_523908,cardiomyopathy,CM_523908,TTN,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524053,cardiomyopathy,CM_524053,TTN,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524078,cardiomyopathy,CM_524078,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524084,cardiomyopathy,CM_524084,TTN,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524097,cardiomyopathy,CM_524097,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524101,cardiomyopathy,CM_524101,TTN,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,25.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524123,cardiomyopathy,CM_524123,DSG2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,30.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|low_portability_score|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|LOW_PORTABILITY_SCORE|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524948,cardiomyopathy,CM_524948,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,95.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_524996,cardiomyopathy,CM_524996,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525013,cardiomyopathy,CM_525013,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525015,cardiomyopathy,CM_525015,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525018,cardiomyopathy,CM_525018,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525030,cardiomyopathy,CM_525030,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525035,cardiomyopathy,CM_525035,MYH7,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,87.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525038,cardiomyopathy,CM_525038,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,100.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525134,cardiomyopathy,CM_525134,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525135,cardiomyopathy,CM_525135,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525136,cardiomyopathy,CM_525136,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_525139,cardiomyopathy,CM_525139,MYBPC3,,,HCM,,,0,sarcomeric_phenotype_anchored_baseline,82.0,CAB-Balanced,True,direct_single_model_reuse_allowed,direct_deterministic_use,weak_submitter_support|final_balanced_decision_column,0.0746,0.0273,0.0746,LOW_SUBMITTER_SUPPORT,CAB-Balanced used direct_single_model_reuse_allowed; action=direct_deterministic_use; direct_use_allowed=True.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_533041,cardiomyopathy,CM_533041,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,50.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_533042,cardiomyopathy,CM_533042,PKP2,,,other/unknown,,,0,nonspecific_cardiomyopathy_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534275,cardiomyopathy,CM_534275,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,85.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534280,cardiomyopathy,CM_534280,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,67.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534281,cardiomyopathy,CM_534281,DSP,,,ARVC/ACM,,,0,arrhythmogenic_structural_electrical_baseline,85.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534283,cardiomyopathy,CM_534283,DSP,,,ARVC/ACM,,,0,cardiomyopathy_model_collision_baseline,65.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|gene_proxy_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG|HIGH_RISK_GENE_PROXY,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534962,cardiomyopathy,CM_534962,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,70.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534964,cardiomyopathy,CM_534964,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534967,cardiomyopathy,CM_534967,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534971,cardiomyopathy,CM_534971,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534974,cardiomyopathy,CM_534974,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534975,cardiomyopathy,CM_534975,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534981,cardiomyopathy,CM_534981,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,52.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
CM_534988,cardiomyopathy,CM_534988,TTN,,,DCM,,,0,dilated_conduction_overlap_baseline,60.0,CAB-Balanced,False,direct_single_model_reuse_allowed,disease_specific_review,weak_submitter_support|disease_model_or_regime_flag|final_balanced_decision_column,0.2,0.12,0.25,LOW_SUBMITTER_SUPPORT|FAILURE_TOPOLOGY_FLAG,CAB-Balanced used direct_single_model_reuse_allowed; action=disease_specific_review; direct_use_allowed=False.,gene|input_condition_label|baseline_environment|classification|review_status|submitter_count|cab_portability_regime|cab_portability_score|direct_single_model_reuse_allowed,research_use_only|not_diagnostic|does_not_reclassify_variants|does_not_replace_ACMG_AMP_or_expert_curation|external_expert_adjudication_pending
