assertion_id,ClinVar VariationID,gene,condition label,classification,review status,submitter count,baseline environment,domain,source date,ClinVar LastEvaluated,new_or_updated_status,source_file,registry_note
PROSP_CLV_3751610,3751610,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3751636,3751636,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3751640,3751640,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Sep 17, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3751747,3751747,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 01, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753076,3753076,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"May 21, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753086,3753086,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Dec 14, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753112,3753112,SDHD,Pheochromocytoma;Paragangliomas with sensorineural hearing loss;Carney-Stratakis syndrome;Cowden syndrome 3,Pathogenic,"criteria provided, single submitter",1,Pheochromocytoma;Paragangliomas with sensorineural hearing loss;Carney-Stratakis syndrome;Cowden syndrome 3,hereditary_cancer,2026-05-05,"Oct 23, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753126,3753126,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jul 21, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753137,3753137,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Oct 21, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753182,3753182,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Mar 30, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753237,3753237,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Sep 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753241,3753241,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Aug 06, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753281,3753281,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Dec 02, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753301,3753301,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jul 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753395,3753395,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jul 31, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3753413,3753413,FLNC,not provided;Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26,Likely pathogenic,"criteria provided, single submitter",1,not provided;Myofibrillar myopathy 5;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26,cardiomyopathy,2026-05-05,"Aug 31, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754775,3754775,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 17, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754794,3754794,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 18, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754797,3754797,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Apr 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754805,3754805,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"May 21, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754811,3754811,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jul 23, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754834,3754834,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 20, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754857,3754857,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Apr 11, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754903,3754903,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Jan 19, 2026",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754918,3754918,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Dec 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754948,3754948,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 25, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754959,3754959,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 26, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754960,3754960,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Mar 13, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754977,3754977,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754980,3754980,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Dec 09, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3754982,3754982,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Mar 05, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3755001,3755001,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Feb 29, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3755022,3755022,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Mar 01, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3755033,3755033,TTN,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,Likely pathogenic,"criteria provided, single submitter",1,Autosomal recessive limb-girdle muscular dystrophy type 2J;Dilated cardiomyopathy 1G,cardiomyopathy,2026-05-05,"Mar 01, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3755056,3755056,SDHA,"Pheochromocytoma/paraganglioma syndrome 5;Mitochondrial complex II deficiency, nuclear type 1",Likely pathogenic,"criteria provided, single submitter",1,"Pheochromocytoma/paraganglioma syndrome 5;Mitochondrial complex II deficiency, nuclear type 1",hereditary_cancer,2026-05-05,"Nov 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3756710,3756710,WT1,Wilms tumor 1;11p partial monosomy syndrome;Frasier syndrome;Drash syndrome,Likely pathogenic,"criteria provided, single submitter",1,Wilms tumor 1;11p partial monosomy syndrome;Frasier syndrome;Drash syndrome,hereditary_cancer,2026-05-05,"Jun 06, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3758259,3758259,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Sep 08, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3758545,3758545,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Aug 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3758584,3758584,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Sep 11, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759442,3759442,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 12, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759443,3759443,FLNC,Cardiovascular phenotype|not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,Pathogenic,"criteria provided, multiple submitters, no conflicts",2,Cardiovascular phenotype|not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,cardiomyopathy,2026-05-05,"Dec 24, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759462,3759462,FLNC,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,Pathogenic,"criteria provided, single submitter",1,not provided;Distal myopathy with posterior leg and anterior hand involvement;Hypertrophic cardiomyopathy 26;Myofibrillar myopathy 5,cardiomyopathy,2026-05-05,"Oct 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759465,3759465,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759467,3759467,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759471,3759471,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 15, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759482,3759482,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759486,3759486,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759493,3759493,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759495,3759495,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 16, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759512,3759512,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Dec 10, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759517,3759517,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759531,3759531,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759533,3759533,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 21, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759535,3759535,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 21, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759552,3759552,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759555,3759555,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 22, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759559,3759559,JUP,Arrhythmogenic right ventricular dysplasia 12;Naxos disease,Pathogenic,"criteria provided, single submitter",1,Arrhythmogenic right ventricular dysplasia 12;Naxos disease,cardiomyopathy,2026-05-05,"Jan 07, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759588,3759588,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Nov 27, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759605,3759605,MITF,"Melanoma, cutaneous malignant, susceptibility to, 8;Tietz syndrome;Waardenburg syndrome type 2A",Pathogenic,"criteria provided, single submitter",1,"Melanoma, cutaneous malignant, susceptibility to, 8;Tietz syndrome;Waardenburg syndrome type 2A",hereditary_cancer,2026-05-05,"Nov 19, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759613,3759613,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 29, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759628,3759628,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Nov 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759629,3759629,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759630,3759630,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Nov 04, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759631,3759631,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|Cardiovascular phenotype,Likely pathogenic,"criteria provided, multiple submitters, no conflicts",2,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J|Cardiovascular phenotype,cardiomyopathy,2026-05-05,"Oct 02, 2025",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759632,3759632,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Dec 22, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759633,3759633,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 30, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759660,3759660,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 31, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
PROSP_CLV_3759663,3759663,TTN,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,Likely pathogenic,"criteria provided, single submitter",1,Dilated cardiomyopathy 1G;Autosomal recessive limb-girdle muscular dystrophy type 2J,cardiomyopathy,2026-05-05,"Oct 31, 2024",new_in_current_snapshot,ClinVar variant_summary.txt.gz,baseline_only_public_assertion_snapshot
